system_word,player_word,outcome
Disease,Jackhammer,1
Tsunami,Dynamite,1
Laser,Bulldozer,0
Absorption,Terraforming Device,0
Glacier,Robot,1
Viral Meme,Oil,0
Hurricane,Planetary Evacuation Fleet,0
Rainstorm,Oil,0
Dynamite,Vacuum,0
Grizzly,Time,1
Drought,Steam,0
Fire Extinguisher,Planetary Evacuation Fleet,0
Lightning,Evacuation,0
Therapy,Neutralizing Agent,0
Life Raft,Dragon,0
Viral Meme,Bulldozer,1
Time,Nanobot Swarm,0
Vacuum,Lava,0
Solar Deflection Array,Resilience,0
Drought,Innovation,0
Hurricane,H-bomb,1
Molotov Cocktail,Earthquake,1
Bulldozer,Orbital Laser,0
Dynamite,Reforestation,0
Seismic Dampener,AI Kill Switch,0
Propaganda,Reality Resynchronizer,1
Kevlar Vest,Dragon,0
Satellite,Persistence,0
Therapy,Reforestation,0
Sonic Boom,Earthquake,1
Drill,Cataclysm Containment Field,0
Drill,Reinforced Steel Door,0
Hydraulic Jack,Innovation,0
Evacuation,Oil,1
Sunshine,Vacation,0
Orbital Laser,Avalanche,1
Solar Deflection Array,Sunshine,1
Disease,Disease,0
Reinforced Steel Door,Gust,0
Drought,Neutralizing Agent,0
Bear Trap,Steam,1
Lightning,Flood,1
Drought,Diamond Cage,0
War,Persistence,1
Drill,Gust,1
Signal Jammer,Fire Extinguisher,1
Diamond Cage,Evacuation,0
Planetary Evacuation Fleet,Singularity Stabilizer,0
Orbital Laser,Avalanche,1
Anti-Virus Nanocloud,Robot,1
H-bomb,Flood,0
Reality Resynchronizer,Kevlar Vest,1
Singularity Stabilizer,Avalanche,0
Drought,Sandpaper,1
Planetary Defense Shield,Flood,1
Vacuum,Love,1
Oil,War,0
Drought,Hydraulic Jack,1
War,Mutation,0
Laser,Explosion,0
Jackhammer,Mutation,0
Orbital Laser,Propaganda,1
Singularity Stabilizer,Earthquake,1
Diamond Cage,Hurricane,0
Glacier,Resilience,0
Drought,Nanobot Swarm,0
Fire,Flood,1
Viral Meme,Hydraulic Jack,0
Mutation,Sunshine,1
Evacuation,Life Raft,1
Grizzly,Planetary Defense Shield,0
Robot,Dam,0
Bear Trap,Time,0
Cataclysm Containment Field,Tsunami,1
Dynamite,Absorption,0
Kevlar Vest,Robot,0
War,Hydraulic Jack,0
Freeze,Propaganda,1
Dam,Laser,1
Tsunami,Satellite,0
Solar Deflection Array,Dragon,0
Hurricane,Sonic Boom,1
Innovation,Drill,0
Molotov Cocktail,Evacuation,1
Planetary Defense Shield,Disease,0
Oil,Resilience,0
Acid,Rainstorm,0
Lightning,Innovation,1
Rainstorm,Fire Extinguisher,0
Water,Drought,1
Dam,Drill,0
Freeze,Seismic Dampener,0
Hurricane,Disease,1
Cataclysm Containment Field,Love,1
Time,Reforestation,0
Resilience,Flood,0
Gust,Robot,0
Satellite,Therapy,1
Signal Jammer,Fire Blanket,0
Orbital Laser,Steam,0
Laser,Sonic Boom,1
Glacier,Rainstorm,1
H-bomb,Boulder,1
Love,Persistence,0
Vacation,Neutralizing Agent,1
Viral Meme,Nanobot Swarm,1
Anti-Virus Nanocloud,Persistence,0
Sunshine,Mutation,0
Terraforming Device,Lava,0
Cataclysm Containment Field,Fire,1
Freeze,Gust,0
Hydraulic Jack,Seismic Dampener,0
Lightning,Tsunami,1
Jackhammer,Hydraulic Jack,1
Jackhammer,Dragon,0
Persistence,Love,0
Bulldozer,Anti-Virus Nanocloud,0
Dynamite,Innovation,1
Absorption,Viral Meme,0
Encryption,Planetary Defense Shield,0
Singularity Stabilizer,Diamond Cage,1
Vacuum,Cataclysm Containment Field,0
Diamond Cage,Grizzly,1
Super Glue,Resilience,0
Lava,Grizzly,1
Steam,Seismic Dampener,0
Bear Trap,Earthquake,0
Hurricane,Freeze,0
Earthquake,Reforestation,0
War,Nanobot Swarm,0
Sonic Boom,Bear Trap,0
Water,Kevlar Vest,1
Boulder,Mutation,0
Drill,Reforestation,0
Planetary Defense Shield,Molotov Cocktail,0
Avalanche,Proof,1
Hydraulic Jack,Avalanche,0
Fire,Sunshine,1
Glacier,Evacuation,0
Reinforced Steel Door,Acid,0
Neutralizing Agent,Sunshine,1
Anti-Virus Nanocloud,Sonic Boom,1
Dynamite,Sunshine,0
Antimatter Cannon,Gust,0
Confidence,Grizzly,0
Diamond Cage,Acid,1
Robot,Boulder,0
Planetary Evacuation Fleet,Signal Jammer,1
Jackhammer,Love,1
Flood,H-bomb,1
Drill,Reforestation,1
Boulder,Dam,1
Kevlar Vest,Jackhammer,0
Diamond Cage,Anti-Virus Nanocloud,1
Drought,Dam,0
Vacation,Planetary Evacuation Fleet,0
Propaganda,Acid,1
Hurricane,Drought,1
Terraforming Device,Earthquake,0
AI Kill Switch,Satellite,0
Drill,Encryption,1
Acid,Singularity Stabilizer,0
Confidence,Satellite,0
Time,Cataclysm Containment Field,0
Signal Jammer,Fire,0
Love,Life Raft,0
Terraforming Device,AI Kill Switch,0
Planetary Defense Shield,Viral Meme,1
Hurricane,Avalanche,0
Absorption,Gust,0
Oil,Super Glue,1
Time,Drill,0
Boulder,Kevlar Vest,0
Terraforming Device,Anti-Virus Nanocloud,0
Hurricane,Sandpaper,1
Robot,Sunshine,1
Dragon,Rainstorm,0
Freeze,Terraforming Device,1
Boulder,Therapy,1
Drill,Encryption,0
Fire,Planetary Evacuation Fleet,1
Solar Deflection Array,Viral Meme,1
Hydraulic Jack,Bear Trap,1
Boulder,Proof,0
Planetary Evacuation Fleet,AI Kill Switch,0
Mutation,Boulder,1
Life Raft,Singularity Stabilizer,0
Seismic Dampener,Viral Meme,0
Robot,Confidence,1
Absorption,Seismic Dampener,1
Jackhammer,War,0
Vacation,Earthquake,0
Evacuation,Glacier,0
Diamond Cage,Sandpaper,1
Confidence,Dynamite,1
Resilience,Love,1
Antimatter Cannon,Avalanche,0
Vacation,Laser,1
Dragon,Freeze,0
Hurricane,Laser,1
War,Fire,0
Orbital Laser,Vacuum,0
Orbital Laser,Laser,0
Sandpaper,Time,1
Diamond Cage,Gust,0
Terraforming Device,Sunshine,1
Evacuation,Drill,0
Mutation,Sonic Boom,0
Love,Oil,1
Love,Dam,0
Avalanche,Reality Resynchronizer,1
AI Kill Switch,Propaganda,0
Disease,Reforestation,0
Nanobot Swarm,H-bomb,0
Antimatter Cannon,Nanobot Swarm,0
Grizzly,Bear Trap,0
Signal Jammer,Vacuum,1
H-bomb,Vacation,0
Encryption,Mutation,1
Encryption,Antimatter Cannon,1
Lava,Satellite,0
Robot,Hydraulic Jack,0
Boulder,Hurricane,0
Confidence,Freeze,0
Kevlar Vest,Explosion,0
Reforestation,Resilience,0
Therapy,Bear Trap,0
Kevlar Vest,Proof,0
Satellite,Dragon,1
Planetary Evacuation Fleet,Reality Resynchronizer,1
Jackhammer,Dam,0
Singularity Stabilizer,Persistence,1
Innovation,Acid,0
Planetary Defense Shield,Water,0
Mutation,Freeze,0
Propaganda,Orbital Laser,1
Propaganda,Bulldozer,0
Dragon,Disease,0
Fire Blanket,Nanobot Swarm,0
Mutation,Solar Deflection Array,0
Fire Blanket,Bear Trap,0
Hydraulic Jack,Therapy,0
Lava,Absorption,1
Evacuation,Dragon,1
Bulldozer,Bulldozer,0
Sandpaper,Lightning,1
Grizzly,Laser,1
Signal Jammer,Fire Blanket,0
Vacation,Boulder,0
Neutralizing Agent,Vacation,1
Drill,Laser,1
Disease,Diamond Cage,0
Love,Signal Jammer,1
Mutation,Fire Blanket,0
Drill,Fire Extinguisher,0
H-bomb,Fire Extinguisher,1
Resilience,Kevlar Vest,0
Absorption,Jackhammer,0
Neutralizing Agent,Singularity Stabilizer,0
Robot,Earthquake,0
War,Time,0
Propaganda,Tsunami,0
Kevlar Vest,Resilience,0
Bear Trap,Boulder,1
Hurricane,Reforestation,0
Dynamite,Dam,1
Reinforced Steel Door,Disease,0
Solar Deflection Array,Bulldozer,0
Absorption,Reality Resynchronizer,0
Sandpaper,Dynamite,0
Lightning,Planetary Defense Shield,1
Drill,Cataclysm Containment Field,0
Propaganda,Fire Extinguisher,0
Vacation,Lightning,0
Absorption,H-bomb,0
Freeze,Steam,0
Solar Deflection Array,Oil,0
Dragon,Evacuation,0
Signal Jammer,Dam,0
Rainstorm,Evacuation,1
Sunshine,Neutralizing Agent,1
Super Glue,Viral Meme,1
Sonic Boom,AI Kill Switch,0
Oil,Absorption,0
Gust,Gust,0
Life Raft,Drought,1
Flood,Viral Meme,1
Jackhammer,Steam,0
H-bomb,Oil,0
Mutation,Bulldozer,0
Time,Singularity Stabilizer,0
Time,Drought,1
Persistence,Terraforming Device,0
Sandpaper,Avalanche,0
Freeze,Fire Extinguisher,0
Steam,Solar Deflection Array,0
Fire Extinguisher,Steam,1
Jackhammer,Sonic Boom,1
Laser,Persistence,0
Kevlar Vest,Boulder,0
Lightning,Confidence,1
Freeze,Fire Blanket,0
Water,Acid,1
Water,Laser,1
Super Glue,Tsunami,0
Acid,Seismic Dampener,1
Avalanche,Reforestation,0
Super Glue,Diamond Cage,1
Lightning,Hurricane,0
Flood,Lava,0
Jackhammer,Glacier,0
Orbital Laser,Drought,0
Love,Water,0
Earthquake,Sonic Boom,0
Bulldozer,Hurricane,1
Disease,Planetary Defense Shield,0
Sandpaper,Dam,0
Signal Jammer,Dam,0
Persistence,Sunshine,1
Fire Extinguisher,Drill,0
Life Raft,Confidence,0
Jackhammer,Earthquake,1
Rainstorm,Absorption,1
Lava,Dam,0
Orbital Laser,Resilience,1
H-bomb,Time,0
Resilience,Absorption,1
Sonic Boom,Proof,0
Time,Robot,0
Water,Sandpaper,0
Bulldozer,Planetary Defense Shield,0
Orbital Laser,Vacuum,1
Resilience,Anti-Virus Nanocloud,0
Sonic Boom,Gust,1
Time,Molotov Cocktail,0
Sandpaper,Bulldozer,0
Hurricane,Bear Trap,1
Earthquake,Propaganda,0
Dam,Drought,1
Molotov Cocktail,Flood,1
Robot,Cataclysm Containment Field,0
Confidence,Super Glue,0
Orbital Laser,Explosion,1
Time,Tsunami,0
Dynamite,Anti-Virus Nanocloud,0
Water,Vacation,0
Absorption,Diamond Cage,0
Sonic Boom,Viral Meme,0
Acid,Seismic Dampener,1
Jackhammer,AI Kill Switch,1
Freeze,Encryption,1
Drill,Flood,0
Sunshine,Bulldozer,0
Innovation,Reforestation,0
Viral Meme,Persistence,1
Therapy,Sonic Boom,0
Singularity Stabilizer,Dragon,1
H-bomb,Nanobot Swarm,0
Acid,Acid,0
Sandpaper,Hurricane,1
Lightning,Evacuation,0
Time,Dynamite,0
Lava,Reinforced Steel Door,1
Absorption,Oil,0
Disease,Drill,1
Hydraulic Jack,Confidence,1
H-bomb,Super Glue,0
H-bomb,Hydraulic Jack,0
Explosion,Lava,0
Mutation,Nanobot Swarm,1
H-bomb,Evacuation,0
Planetary Defense Shield,Avalanche,1
Drought,Kevlar Vest,0
Neutralizing Agent,Diamond Cage,0
Bulldozer,Proof,1
Jackhammer,Gust,0
Dam,Robot,0
Evacuation,Encryption,1
Bulldozer,Viral Meme,1
Sandpaper,Steam,1
Kevlar Vest,Fire Extinguisher,0
Tsunami,Singularity Stabilizer,0
Jackhammer,Absorption,0
Laser,Orbital Laser,1
Avalanche,Hurricane,0
AI Kill Switch,Flood,0
Love,Laser,0
Fire Extinguisher,Therapy,1
Acid,Mutation,0
Mutation,Life Raft,1
Antimatter Cannon,Anti-Virus Nanocloud,0
Viral Meme,Kevlar Vest,0
Grizzly,Terraforming Device,0
Earthquake,Cataclysm Containment Field,1
Dam,Antimatter Cannon,0
Bear Trap,Laser,1
Acid,Therapy,0
Laser,Encryption,1
Dam,Vacation,0
Singularity Stabilizer,Neutralizing Agent,1
Innovation,Disease,1
Glacier,Vacuum,0
Lightning,Bear Trap,0
Steam,Grizzly,0
Gust,Planetary Evacuation Fleet,0
Innovation,Evacuation,0
Nanobot Swarm,Neutralizing Agent,0
Acid,Persistence,0
Sonic Boom,Earthquake,0
Persistence,Disease,0
Satellite,Fire Extinguisher,0
Fire,Explosion,0
Hydraulic Jack,Viral Meme,1
Anti-Virus Nanocloud,Molotov Cocktail,0
Freeze,Lightning,0
Laser,Gust,1
Dragon,Hurricane,1
Proof,Life Raft,0
Drill,Resilience,0
Tsunami,Diamond Cage,0
Vacuum,Confidence,0
Fire Blanket,Planetary Evacuation Fleet,0
Resilience,Reality Resynchronizer,0
Grizzly,Sandpaper,0
Sunshine,Fire,0
Tsunami,Fire Extinguisher,0
Seismic Dampener,Vacuum,1
Vacuum,Reforestation,0
Fire Extinguisher,Evacuation,1
Earthquake,Viral Meme,1
Signal Jammer,Singularity Stabilizer,1
Rainstorm,Sunshine,0
Reforestation,AI Kill Switch,1
Freeze,Freeze,0
Drought,Planetary Evacuation Fleet,1
Water,Fire Blanket,1
Vacuum,Terraforming Device,0
Reality Resynchronizer,Lava,0
Proof,Diamond Cage,1
Proof,Lava,0
Dynamite,Vacuum,1
Fire,Flood,1
Diamond Cage,Dynamite,0
Sunshine,Boulder,1
Vacuum,Singularity Stabilizer,0
Satellite,H-bomb,1
Freeze,Hurricane,1
Solar Deflection Array,Fire Blanket,0
Absorption,Orbital Laser,0
Absorption,Lightning,0
Drill,Lava,0
Neutralizing Agent,Love,1
Dynamite,Hurricane,1
Freeze,Vacuum,0
Laser,Planetary Defense Shield,0
Mutation,Seismic Dampener,1
Proof,Solar Deflection Array,1
Hydraulic Jack,Molotov Cocktail,1
Propaganda,Tsunami,0
Resilience,Life Raft,0
Orbital Laser,Terraforming Device,1
Life Raft,Seismic Dampener,1
Kevlar Vest,Persistence,0
Robot,Satellite,0
Robot,Proof,0
Reality Resynchronizer,Singularity Stabilizer,1
Reinforced Steel Door,Planetary Defense Shield,1
Anti-Virus Nanocloud,Reality Resynchronizer,0
Gust,Mutation,0
Antimatter Cannon,Proof,1
Water,Diamond Cage,0
Diamond Cage,Dynamite,0
Sandpaper,Lava,1
Fire Blanket,H-bomb,0
Time,Drill,0
Gust,Mutation,1
Flood,Neutralizing Agent,0
Disease,Steam,0
Sonic Boom,Jackhammer,0
Super Glue,Hurricane,0
Hurricane,Lava,0
Confidence,Proof,1
Laser,Neutralizing Agent,1
Cataclysm Containment Field,Life Raft,0
Drought,Sandpaper,1
Diamond Cage,Acid,0
Sonic Boom,Boulder,1
Water,Innovation,1
Freeze,Reality Resynchronizer,1
Singularity Stabilizer,Anti-Virus Nanocloud,1
Mutation,Jackhammer,1
Nanobot Swarm,Dragon,0
Encryption,Dynamite,1
Reality Resynchronizer,Dragon,1
Seismic Dampener,Time,0
Love,Freeze,1
War,Gust,1
Nanobot Swarm,Avalanche,0
Bulldozer,Reality Resynchronizer,0
Flood,Neutralizing Agent,1
Proof,Vacation,0
War,Planetary Evacuation Fleet,0
Dam,Hydraulic Jack,1
Reality Resynchronizer,Sonic Boom,0
Confidence,Planetary Defense Shield,0
Reinforced Steel Door,Encryption,1
Life Raft,Terraforming Device,0
War,Drill,0
Neutralizing Agent,Rainstorm,0
Vacuum,Time,0
Diamond Cage,Fire Extinguisher,0
Hydraulic Jack,Mutation,1
Fire,Reforestation,0
Jackhammer,Cataclysm Containment Field,0
Singularity Stabilizer,Lightning,1
Mutation,Anti-Virus Nanocloud,0
Super Glue,H-bomb,0
Grizzly,Glacier,0
Viral Meme,Rainstorm,1
Solar Deflection Array,Avalanche,0
Satellite,AI Kill Switch,0
Planetary Defense Shield,Dam,1
Robot,Singularity Stabilizer,0
Love,Fire,0
Satellite,Diamond Cage,1
Dynamite,Rainstorm,0
Gust,Diamond Cage,0
Evacuation,Neutralizing Agent,1
Hydraulic Jack,Encryption,1
Steam,Flood,0
AI Kill Switch,Evacuation,0
Hydraulic Jack,Terraforming Device,1
Signal Jammer,Lava,0
Glacier,Bear Trap,1
Lightning,Terraforming Device,0
Seismic Dampener,Reforestation,0
Planetary Evacuation Fleet,Sunshine,0
Orbital Laser,Bear Trap,1
Persistence,Sandpaper,1
AI Kill Switch,Time,0
Signal Jammer,War,1
Hurricane,Hydraulic Jack,1
H-bomb,Viral Meme,0
Therapy,Satellite,0
Planetary Evacuation Fleet,Fire,0
Acid,Confidence,1
Boulder,Propaganda,1
Cataclysm Containment Field,Earthquake,0
Sunshine,Proof,0
Explosion,Molotov Cocktail,1
Tsunami,Life Raft,1
Grizzly,Explosion,1
Gust,Propaganda,1
Sunshine,Bear Trap,0
Jackhammer,War,1
Acid,Encryption,1
Therapy,Steam,1
Dynamite,Singularity Stabilizer,1
Vacation,Fire Blanket,0
Bulldozer,Rainstorm,0
Drought,Reality Resynchronizer,1
Oil,Dynamite,0
Reinforced Steel Door,Vacation,1
Therapy,Tsunami,0
Anti-Virus Nanocloud,Glacier,0
Orbital Laser,Hurricane,1
Water,Fire Extinguisher,0
Cataclysm Containment Field,Molotov Cocktail,1
Kevlar Vest,Flood,1
AI Kill Switch,Cataclysm Containment Field,1
Planetary Defense Shield,Laser,1
AI Kill Switch,Propaganda,0
Flood,Vacation,0
Laser,Solar Deflection Array,0
Neutralizing Agent,Signal Jammer,0
Persistence,Mutation,1
Acid,Super Glue,1
Sonic Boom,Rainstorm,0
Avalanche,War,0
Lightning,Antimatter Cannon,1
Diamond Cage,Planetary Evacuation Fleet,0
Acid,Signal Jammer,0
Singularity Stabilizer,Therapy,0
H-bomb,Cataclysm Containment Field,0
Terraforming Device,Steam,1
Dragon,Satellite,0
Glacier,Fire,0
Terraforming Device,Tsunami,1
Hurricane,Sandpaper,0
Fire,Sonic Boom,0
Avalanche,Dragon,1
Neutralizing Agent,Glacier,1
Therapy,H-bomb,1
Dynamite,Planetary Evacuation Fleet,1
Fire Extinguisher,Water,0
AI Kill Switch,Neutralizing Agent,1
Vacuum,Robot,1
Reforestation,Neutralizing Agent,0
Orbital Laser,Jackhammer,1
Boulder,Love,0
Boulder,Grizzly,1
Drought,Avalanche,0
Explosion,Terraforming Device,0
Dam,Fire,0
Life Raft,Sandpaper,0
Orbital Laser,Cataclysm Containment Field,1
Disease,Drought,0
Propaganda,Fire Extinguisher,0
Vacation,Fire Blanket,0
Bulldozer,Hurricane,0
Jackhammer,Vacation,0
Earthquake,Reinforced Steel Door,1
Solar Deflection Array,Absorption,0
Sunshine,Robot,0
Singularity Stabilizer,Dragon,0
Resilience,War,0
Therapy,Avalanche,0
Confidence,Diamond Cage,1
Grizzly,Hurricane,0
Persistence,Dragon,0
Lava,Nanobot Swarm,1
Earthquake,Absorption,1
Vacation,Dragon,0
Planetary Defense Shield,Planetary Evacuation Fleet,1
Propaganda,Molotov Cocktail,1
Tsunami,Terraforming Device,0
Reinforced Steel Door,Mutation,0
Earthquake,Rainstorm,0
Reality Resynchronizer,Flood,0
Drill,Mutation,0
Proof,Mutation,1
Diamond Cage,Proof,0
Satellite,Encryption,0
Reinforced Steel Door,Confidence,0
Sonic Boom,AI Kill Switch,0
Propaganda,War,0
Reality Resynchronizer,Freeze,0
Drought,Jackhammer,0
Terraforming Device,Rainstorm,0
Reality Resynchronizer,Acid,0
Sandpaper,Planetary Evacuation Fleet,0
Fire Extinguisher,Innovation,0
Orbital Laser,Jackhammer,0
Hurricane,Grizzly,1
Persistence,Acid,0
Steam,AI Kill Switch,1
Glacier,Flood,0
Jackhammer,Proof,1
Reinforced Steel Door,Cataclysm Containment Field,0
Water,Life Raft,0
Lava,Love,0
Jackhammer,Evacuation,0
Seismic Dampener,Absorption,0
Bulldozer,Gust,1
Planetary Evacuation Fleet,Water,0
H-bomb,Freeze,1
Flood,Kevlar Vest,0
Tsunami,Singularity Stabilizer,0
Neutralizing Agent,Laser,0
Satellite,Laser,0
Life Raft,Explosion,0
Mutation,Seismic Dampener,0
Tsunami,Antimatter Cannon,0
Dragon,Signal Jammer,0
Oil,Gust,0
Innovation,Dam,0
Acid,Freeze,1
Sandpaper,AI Kill Switch,0
Flood,Fire Blanket,0
Vacation,Lava,0
War,Boulder,0
Lightning,Fire Blanket,0
Vacuum,Reinforced Steel Door,0
Diamond Cage,Sonic Boom,0
Nanobot Swarm,Planetary Defense Shield,1
Vacuum,Laser,1
Acid,Singularity Stabilizer,0
Molotov Cocktail,Terraforming Device,0
Antimatter Cannon,Molotov Cocktail,0
Robot,Cataclysm Containment Field,0
Time,Glacier,1
Oil,Singularity Stabilizer,1
Steam,Vacation,0
Sandpaper,Satellite,0
Singularity Stabilizer,Laser,0
Boulder,Love,0
Encryption,Robot,0
Disease,War,0
AI Kill Switch,Robot,0
Persistence,Reality Resynchronizer,1
Molotov Cocktail,Reality Resynchronizer,1
War,Oil,0
Persistence,Cataclysm Containment Field,0
Grizzly,Sonic Boom,1
Persistence,War,0
Robot,Lightning,0
Persistence,Antimatter Cannon,0
Reinforced Steel Door,Life Raft,0
Confidence,Satellite,0
Dynamite,Terraforming Device,0
Fire,Solar Deflection Array,1
War,Boulder,0
Drought,Mutation,0
Laser,Love,0
Glacier,Drill,0
Love,Lightning,0
Dragon,Hydraulic Jack,1
Resilience,Oil,0
Avalanche,Freeze,0
Encryption,Boulder,0
Life Raft,Diamond Cage,1
Steam,Jackhammer,0
Innovation,Dragon,0
Bear Trap,Lava,0
Cataclysm Containment Field,Vacation,0
Sonic Boom,Lightning,1
Grizzly,Robot,0
Persistence,Oil,0
Propaganda,Molotov Cocktail,1
Seismic Dampener,Lava,0
Sonic Boom,Resilience,1
Encryption,Life Raft,1
Encryption,Tsunami,1
Earthquake,Encryption,0
Acid,Diamond Cage,1
Fire Blanket,Water,0
Drought,Hurricane,1
Time,Hydraulic Jack,1
Terraforming Device,Hydraulic Jack,0
Boulder,Disease,1
Vacuum,Satellite,1
Oil,Terraforming Device,0
Freeze,Resilience,0
Drought,Robot,1
Satellite,Flood,0
Diamond Cage,Rainstorm,1
War,Rainstorm,0
Flood,Lightning,0
Encryption,Propaganda,1
Robot,Lava,0
War,Singularity Stabilizer,0
Absorption,Jackhammer,1
Kevlar Vest,Freeze,0
Cataclysm Containment Field,Vacation,1
Avalanche,Oil,1
Innovation,Propaganda,0
Reinforced Steel Door,Avalanche,0
Bear Trap,Solar Deflection Array,0
Grizzly,Satellite,0
Bulldozer,Robot,1
Boulder,Sunshine,1
Cataclysm Containment Field,Grizzly,1
Water,Freeze,0
Explosion,Proof,1
Planetary Evacuation Fleet,Tsunami,1
Oil,Grizzly,1
Kevlar Vest,Hydraulic Jack,0
Glacier,Molotov Cocktail,0
Molotov Cocktail,Therapy,1
Reforestation,Jackhammer,1
Vacuum,Rainstorm,0
Solar Deflection Array,Time,0
Neutralizing Agent,AI Kill Switch,1
Satellite,Tsunami,0
Laser,Singularity Stabilizer,0
Drought,Persistence,1
Innovation,Neutralizing Agent,0
Water,Dragon,1
Hurricane,Disease,0
Neutralizing Agent,Oil,0
Diamond Cage,Lightning,0
Bear Trap,Hydraulic Jack,1
Satellite,Freeze,0
Reforestation,Tsunami,0
Vacation,Molotov Cocktail,0
Antimatter Cannon,War,0
Dam,Fire Extinguisher,1
Innovation,Orbital Laser,0
Molotov Cocktail,Explosion,1
Bulldozer,Orbital Laser,1
Neutralizing Agent,Laser,1
Signal Jammer,Lava,0
Diamond Cage,Bulldozer,0
Drought,Fire Blanket,1
Fire Blanket,Mutation,1
Acid,Fire Blanket,1
Proof,Satellite,1
Rainstorm,Laser,0
Planetary Evacuation Fleet,Encryption,1
Lightning,Bear Trap,0
Love,Innovation,1
Innovation,Sandpaper,0
Hydraulic Jack,Fire Blanket,0
Lightning,Mutation,0
Flood,Freeze,1
Anti-Virus Nanocloud,Explosion,0
Love,Nanobot Swarm,0
Encryption,Viral Meme,0
Vacation,Grizzly,1
Earthquake,Therapy,1
Viral Meme,H-bomb,0
Robot,Viral Meme,0
Oil,Love,1
Grizzly,Absorption,0
Solar Deflection Array,Orbital Laser,1
Drill,Dynamite,0
Diamond Cage,Dragon,0
Fire Blanket,Earthquake,0
Tsunami,Antimatter Cannon,0
Robot,Drill,1
Propaganda,Sonic Boom,0
Flood,Cataclysm Containment Field,0
Terraforming Device,Dragon,1
Fire,Resilience,0
Disease,Vacuum,0
Cataclysm Containment Field,Bulldozer,0
Reforestation,Dam,0
Love,Reforestation,0
Dynamite,Super Glue,1
Diamond Cage,Love,0
H-bomb,Mutation,0
Planetary Evacuation Fleet,Confidence,0
Earthquake,Vacuum,0
Solar Deflection Array,Signal Jammer,0
Steam,Planetary Evacuation Fleet,0
Glacier,Encryption,1
Diamond Cage,Absorption,0
Dam,Planetary Defense Shield,0
Terraforming Device,Time,0
Fire Extinguisher,Dam,0
Dynamite,Persistence,1
Lightning,Dam,1
Water,Mutation,0
Drought,Seismic Dampener,0
Molotov Cocktail,Hydraulic Jack,0
Proof,AI Kill Switch,0
Innovation,Signal Jammer,1
Cataclysm Containment Field,Planetary Evacuation Fleet,0
Super Glue,Solar Deflection Array,1
Sunshine,Solar Deflection Array,0
Nanobot Swarm,Propaganda,0
Dynamite,Seismic Dampener,1
Time,Time,0
Therapy,Satellite,0
Boulder,H-bomb,0
Reinforced Steel Door,Singularity Stabilizer,1
Hurricane,Dam,1
Evacuation,Proof,0
Glacier,Terraforming Device,1
Diamond Cage,Freeze,0
Reality Resynchronizer,Neutralizing Agent,0
Robot,Tsunami,1
Lava,Mutation,1
Bulldozer,Bear Trap,0
H-bomb,Super Glue,1
AI Kill Switch,Planetary Evacuation Fleet,0
Sandpaper,Viral Meme,1
Seismic Dampener,Steam,0
Grizzly,Water,0
Reinforced Steel Door,Tsunami,1
Avalanche,Mutation,1
Cataclysm Containment Field,Hurricane,0
Proof,Hydraulic Jack,1
Terraforming Device,Satellite,1
Persistence,Anti-Virus Nanocloud,0
Oil,Sandpaper,0
Gust,Evacuation,1
Reality Resynchronizer,Drill,0
Propaganda,Reality Resynchronizer,0
Propaganda,Hydraulic Jack,0
Water,Lava,0
Reality Resynchronizer,Mutation,0
Flood,Water,0
H-bomb,Cataclysm Containment Field,1
Sonic Boom,Lightning,0
Freeze,Fire,1
Avalanche,Flood,0
Love,Drill,1
Sonic Boom,Orbital Laser,0
Absorption,Therapy,0
Disease,Planetary Defense Shield,0
Disease,Water,0
Orbital Laser,Orbital Laser,0
Sandpaper,Steam,0
AI Kill Switch,Signal Jammer,1
Therapy,Boulder,1
Flood,Viral Meme,0
Laser,Flood,0
Terraforming Device,Time,1
Fire Extinguisher,Sunshine,0
Satellite,Explosion,1
Sandpaper,Mutation,1
Diamond Cage,Bulldozer,0
Nanobot Swarm,Glacier,0
Fire Blanket,Satellite,0
Orbital Laser,Vacuum,0
Sandpaper,Grizzly,1
Seismic Dampener,Avalanche,0
Reality Resynchronizer,Diamond Cage,0
Water,Love,1
Flood,Proof,1
Solar Deflection Array,Mutation,0
Kevlar Vest,Super Glue,0
Therapy,Fire Blanket,0
Fire Blanket,Encryption,1
Drought,Evacuation,0
Hurricane,Earthquake,0
Resilience,Confidence,0
Singularity Stabilizer,Dam,0
Dynamite,Proof,1
Hydraulic Jack,Drill,0
Confidence,War,0
Avalanche,Hurricane,1
Boulder,Vacation,0
Glacier,Molotov Cocktail,1
Viral Meme,Jackhammer,1
Fire,Cataclysm Containment Field,0
Confidence,Rainstorm,0
Grizzly,Avalanche,0
Super Glue,Dynamite,0
Sunshine,Therapy,1
Solar Deflection Array,Fire,0
Oil,Laser,1
Fire,War,1
Viral Meme,Hydraulic Jack,0
Fire,Disease,0
Explosion,Resilience,0
Solar Deflection Array,Drill,1
Viral Meme,Vacation,0
Planetary Defense Shield,Planetary Defense Shield,0
Planetary Defense Shield,Life Raft,0
Hurricane,Confidence,0
Glacier,Sandpaper,1
Reality Resynchronizer,Lava,1
Grizzly,Time,0
Dynamite,Disease,0
Tsunami,Super Glue,0
Reforestation,Planetary Evacuation Fleet,1
Cataclysm Containment Field,Mutation,0
Dynamite,Hydraulic Jack,0
Cataclysm Containment Field,Love,0
